"TRANSACTION_DATE","TRANSACTION_ID","TRANSACTION_PAYLOAD","UNLOAD_STATUS","UNLOAD_TIME"
"2023-04-04 00:00:00.000","66e36951ec0ee05539a7ac1fbbb50b96","{""account_type"":""Brokerage"",""customer_id"":25452,""trades"":[{""action"":""Buy"",""shares"":10,""ticker"":""ESGU"",""total_trade_value"":903.7,""trade_price"":90.37},{""action"":""Buy"",""shares"":5,""ticker"":""VNQ"",""total_trade_value"":411.1,""trade_price"":82.22},{""action"":""Buy"",""shares"":10,""ticker"":""BND"",""total_trade_value"":740.2,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","d4d809010eb86f47bb31106b73af90ff","{""account_type"":""Brokerage"",""customer_id"":25570,""trades"":[{""action"":""Buy"",""shares"":5,""ticker"":""BND"",""total_trade_value"":370.1,""trade_price"":74.02},{""action"":""Buy"",""shares"":2,""ticker"":""VNQ"",""total_trade_value"":164.44,""trade_price"":82.22},{""action"":""Buy"",""shares"":5,""ticker"":""ESGU"",""total_trade_value"":451.85,""trade_price"":90.37}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","aaeacd6c1260f2b8dc1bb4dcd171e61b","{""account_type"":""Brokerage"",""customer_id"":26185,""trades"":[{""action"":""Buy"",""shares"":27,""ticker"":""BND"",""total_trade_value"":1998.54,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","4a64faa22f87d83e7c7b4ce281ecfd49","{""account_type"":""Brokerage"",""customer_id"":26297,""trades"":[{""action"":""Buy"",""shares"":24,""ticker"":""BND"",""total_trade_value"":1776.48,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","b438be4a2eeb44eb16f10ad00c4b0e8a","{""account_type"":""Brokerage"",""customer_id"":23656,""trades"":[{""action"":""Buy"",""shares"":3,""ticker"":""VTI"",""total_trade_value"":611.38,""trade_price"":203.8},{""action"":""Buy"",""shares"":18,""ticker"":""BND"",""total_trade_value"":1332.36,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","5f4f8eb33f80ca906a666ed1100a02d7","{""account_type"":""Brokerage"",""customer_id"":37085,""trades"":[{""action"":""Buy"",""shares"":14,""ticker"":""SCHE"",""total_trade_value"":344.33,""trade_price"":24.59},{""action"":""Buy"",""shares"":17,""ticker"":""SCHF"",""total_trade_value"":298.44,""trade_price"":17.55}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","4d86363df328fbe3d02926f44f0b7239","{""account_type"":""Brokerage"",""customer_id"":14575,""trades"":[{""action"":""Buy"",""shares"":9,""ticker"":""BND"",""total_trade_value"":666.18,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","65c821ca6148a5227c6c92bb92a60fd8","{""account_type"":""Brokerage"",""customer_id"":14587,""trades"":[{""action"":""Buy"",""shares"":2,""ticker"":""AVUV"",""total_trade_value"":147.31,""trade_price"":73.66},{""action"":""Buy"",""shares"":1,""ticker"":""IWM"",""total_trade_value"":176.71,""trade_price"":176.71},{""action"":""Buy"",""shares"":24,""ticker"":""SCHE"",""total_trade_value"":590.28,""trade_price"":24.59}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","7ef0c85a75fae25c784cf5654b0abf46","{""account_type"":""Brokerage"",""customer_id"":15626,""trades"":[{""action"":""Buy"",""shares"":31,""ticker"":""BND"",""total_trade_value"":2294.62,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","6c0da7a9c206243a32f831841a3c08a8","{""account_type"":""Brokerage"",""customer_id"":19798,""trades"":[{""action"":""Buy"",""shares"":17,""ticker"":""BND"",""total_trade_value"":1258.34,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","2cda0b590e9c3f63d06dd7278ba59410","{""account_type"":""Brokerage"",""customer_id"":21516,""trades"":[{""action"":""Buy"",""shares"":3,""ticker"":""BND"",""total_trade_value"":222.06,""trade_price"":74.02},{""action"":""Buy"",""shares"":2,""ticker"":""VTI"",""total_trade_value"":407.59,""trade_price"":203.8},{""action"":""Buy"",""shares"":2,""ticker"":""VNQ"",""total_trade_value"":164.44,""trade_price"":82.22},{""action"":""Buy"",""shares"":12,""ticker"":""SCHF"",""total_trade_value"":210.66,""trade_price"":17.55}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","d8493d9d216e943e782d3bc88eae2b4f","{""account_type"":""Brokerage"",""customer_id"":21811,""trades"":[{""action"":""Buy"",""shares"":3,""ticker"":""VTI"",""total_trade_value"":611.38,""trade_price"":203.8},{""action"":""Buy"",""shares"":3,""ticker"":""VNQ"",""total_trade_value"":246.66,""trade_price"":82.22},{""action"":""Buy"",""shares"":6,""ticker"":""BND"",""total_trade_value"":444.12,""trade_price"":74.02},{""action"":""Buy"",""shares"":21,""ticker"":""SCHF"",""total_trade_value"":368.65,""trade_price"":17.55}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","14c50838b93b8761ed9eadbc7df48f83","{""account_type"":""Brokerage"",""customer_id"":22473,""trades"":[{""action"":""Buy"",""shares"":36,""ticker"":""BND"",""total_trade_value"":2664.72,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","9a70c61a0aae5f5998e73d6bf830dd20","{""account_type"":""Brokerage"",""customer_id"":35488,""trades"":[{""action"":""Buy"",""shares"":17,""ticker"":""BND"",""total_trade_value"":1258.34,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","7c751658e2fb58d5c252fce13fe9bf59","{""account_type"":""Brokerage"",""customer_id"":28281,""trades"":[{""action"":""Buy"",""shares"":9,""ticker"":""BND"",""total_trade_value"":666.18,""trade_price"":74.02},{""action"":""Buy"",""shares"":31,""ticker"":""SCHF"",""total_trade_value"":544.21,""trade_price"":17.55},{""action"":""Buy"",""shares"":5,""ticker"":""VNQ"",""total_trade_value"":411.1,""trade_price"":82.22},{""action"":""Buy"",""shares"":5,""ticker"":""VTI"",""total_trade_value"":1018.98,""trade_price"":203.8}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","8cf355a59da402e6d96595ec4e3ca7dd","{""account_type"":""Brokerage"",""customer_id"":32462,""trades"":[{""action"":""Buy"",""shares"":10,""ticker"":""BAC"",""total_trade_value"":281.55,""trade_price"":28.16},{""action"":""Buy"",""shares"":2,""ticker"":""BND"",""total_trade_value"":148.04,""trade_price"":74.02},{""action"":""Buy"",""shares"":4,""ticker"":""ORCL"",""total_trade_value"":373.9,""trade_price"":93.47},{""action"":""Buy"",""shares"":1,""ticker"":""EA"",""total_trade_value"":123.35,""trade_price"":123.35},{""action"":""Buy"",""shares"":3,""ticker"":""DXCM"",""total_trade_value"":345.72,""trade_price"":115.24}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
"2023-04-04 00:00:00.000","5a72a6245f2fd003af1bf72acca78b1a","{""account_type"":""Brokerage"",""customer_id"":36071,""trades"":[{""action"":""Buy"",""shares"":36,""ticker"":""BND"",""total_trade_value"":2664.72,""trade_price"":74.02}],""transaction_category"":""Securities Trade"",""transaction_date"":""2023-04-04 00:00:00.000""}","\N","\N"
